original_title,overview,popularity,poster_path,release_date,title,vote_average,vote_count,imdb_id,status,revenue,budget,collection,productions,genres,release_year
Eight Gifts of Hanukkah,,3.167,https://image.tmdb.org/t/p/w220_and_h330_face/axmfDFNRznD7Ow4aKBFwd2A53M4.jpg,2021-12-03,Eight Gifts of Hanukkah,6.5,6,tt16282114,Released,0,0,,"['Front Street Pictures', 'Eight Road Productions', 'Just To Be Clear Productions']","['Cinema TV', 'Comédia', 'Romance']",2021
Last Shoot Out,"Neste enérgico Western protagonizado por Bruce Dern (Os Oito Odiados), um pistoleiro valente salva uma noiva em fuga - mas terá de enfrentar a ira da família enraivecida e vingativa do noivo.",34.149,https://image.tmdb.org/t/p/w220_and_h330_face/4bTUK455ZQPdbHiRX1udYhdO8BH.jpg,2021-12-03,O Último Duelo,6.5,131,tt11833670,Released,0,0,,"['Lionsgate', 'Grindstone Entertainment Group', 'Feifer Worldwide']","['Faroeste', 'Ação', 'Thriller']",2021
Jerk,,0.92,https://image.tmdb.org/t/p/w220_and_h330_face/nrx2BaIX8AiYae05Ya0Fze1vI8P.jpg,2021-12-03,Jerk,2.0,1,tt16868130,Released,0,0,,[],['Drama'],2021
成れの果て,,0.743,https://image.tmdb.org/t/p/w220_and_h330_face/eeUp9VKbrsqGpj5fK5y6rsDwwTe.jpg,2021-12-03,成れの果て,0.0,0,,Released,0,0,,[],[],2021
Tot Ik Terugkom,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/ig0o02qm3lOSeifkyklBC6Gq2Ex.jpg,2021-12-03,Tot Ik Terugkom,0.0,0,,Released,0,0,,[],['Drama'],2021
美國女孩,"Tendo que sair dos EUA após sua mãe ser diagnosticada com câncer de mama, Fen, de treze anos, luta para se ajustar à vida em Taipei. Enquanto Fen percorre seu caminho pela escola e se reconecta com seu pai há muito separado, seu vínculo turbulento com sua mãe piora. Fen se afasta ainda mais de sua mãe por meio de uma série de atos rebeldes antes que sua irmã mais nova seja diagnosticada com SARS, empurrando Fen e sua mãe para um confronto acalorado e de longa gestação",4.357,https://image.tmdb.org/t/p/w220_and_h330_face/ss6OQdoKUrXd8Zxa3ufbXSTZdya.jpg,2021-12-03,Garota Americana,6.4,21,tt15620158,Released,0,0,,"['Media Asia Group', 'Splash Pictures Inc.', 'JVR Music International Ltd.', 'GHY Culture and Media (Singapore)']","['Drama', 'Família']",2021
버킷,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/kYhz7OC8gxISQk7Xf3lBgnDDvE1.jpg,2021-12-03,버킷,7.0,1,,Released,0,0,,[],['Animação'],2021
ഭീമൻ്റെ വഴി,,1.011,https://image.tmdb.org/t/p/w220_and_h330_face/e1HCqkTmo7Wa8jRcBFhzv7RYlJr.jpg,2021-12-03,ഭീമൻ്റെ വഴി,6.1,7,tt13717596,Released,0,0,,"['OPM Dream Mill Cinemas', 'Chembosky Motion Pictures']","['Comédia', 'Drama']",2021
Citizen Ashe,Dos aclamados diretores Rex Miller e Sam Pollard. este documentário impactante retrata o legado do grande tenista e célebre apoiador de causas sociais Arhur Ashe.,3.147,https://image.tmdb.org/t/p/w220_and_h330_face/nBegDeS2U3gRmoMtYBbkWjnDvlN.jpg,2021-12-03,Cidadão Ashe,4.5,2,tt7972668,Released,0,0,,"['Whitewater Films', 'Stick Figure Productions', 'Dogwoof', 'CNN Films', 'Get Lifted Film Company', 'Artemis Rising', 'Sidewinder Films', 'Rexpix']",['Documentário'],2021
True to the Game 3,,2.13,https://image.tmdb.org/t/p/w220_and_h330_face/hdkmO1feRH5gewP9vAw27Ax2tyY.jpg,2021-12-03,True to the Game 3,8.7,10,tt14418138,Released,0,0,True to the Game Collection,['Imani Media Group'],"['Romance', 'Thriller']",2021
Bağlılık Hasan,"Ganhando a vida por meio da jardinagem e da agricultura nas terras que herdou do pai, Hasan tenta se livrar de um poste de energia elétrica que será instalado no meio de sua propriedade. Sua iminente peregrinação até Meca o faz realizar um exame de consciência sobre o passado.",1.21,https://image.tmdb.org/t/p/w220_and_h330_face/5WnyMHip6zWOEAW5ba6GYwlNG3B.jpg,2021-12-03,O Compromisso de Hasan,8.1,4,tt13649034,Released,0,0,,"['Kaplan Film', 'Sinehane']",['Drama'],2021
A Christmas Dance Reunion,"Lucy é advogada de sucesso que se reúne com seu parceiro de dança de Natal de infância, Barrett. À medida que o casal dá uma nova vida ao resort, a paixão entre os dois esquenta.",6.616,https://image.tmdb.org/t/p/w220_and_h330_face/3BbAPhAZm1iUqQUYqwu92aEG309.jpg,2021-12-03,Missão Baile de Natal,7.1,6,tt14681620,Released,0,0,,"['Lifetime', 'Brain Power Studio', 'Off Camera Entertainment']","['Romance', 'Cinema TV']",2021
La familia perfecta,"Surpresa com a família da namorada do filho, Lucia nem imagina o impacto que essas pessoas terão sobre sua vida aparentemente perfeita.",8.115,https://image.tmdb.org/t/p/w220_and_h330_face/4EWtby5Sb1JKxwqVfpLLybmJK6E.jpg,2021-12-03,A Família Perfeita,5.5,95,tt11924738,Released,1401254,0,,"['Atresmedia', 'Lazona']","['Comédia', 'Drama', 'Família']",2021
Haters,,5.223,https://image.tmdb.org/t/p/w220_and_h330_face/hw6E3XV4Q0eYuLWiVLXR8FxPmJ6.jpg,2021-12-03,Haters,4.1,52,tt14500880,Released,0,0,,['R-Lines Productions'],['Comédia'],2021
Red Stone,"Um assassino perigoso (Neal McDonough) é encarregado de caçar um adolescente que testemunhou o assassinato de seu irmão mais velho nas mãos de um cruel senhor do crime do sul (Michael Cudlitz). O pistoleiro contratado deve rastrear o menino antes que os capangas rivais ou o FBI o encontrem primeiro. Conforme as horas passam, o assassino começa a questionar seus métodos mortais e deve escolher a que lado ele pertence.",5.844,https://image.tmdb.org/t/p/w220_and_h330_face/u871EfhtB6oJn9dJeSSiHlb8raX.jpg,2021-12-03,Red Stone - Caçada Mortal,6.6,10,tt11944928,Released,0,0,Boon Collection,['Alfa Whiskey Entertainment'],"['Thriller', 'Crime', 'Drama', 'Mistério']",2021
Imposible decirte adiós,,0.684,https://image.tmdb.org/t/p/w220_and_h330_face/yihUojuQcjDNda4QVqAjGshqYH6.jpg,2021-12-03,Imposible decirte adiós,0.0,0,tt14466146,Released,0,0,,['Ecam'],['Drama'],2021
This Game's Called Murder,"Sr. Wallendorf, um magnata da moda e designer de icônicos sapatos de salto; Sra. Wallendorf, sua esposa conivente e brutal; e Jennifer Wallendorf, sua filha e uma potência da mídia social que está apenas tentando descobrir o amor, a amizade e o domínio mundial. A trama segue a luta dos excêntricos Wallendorf para manter a fachada de uma família proeminente e bem-sucedida enquanto sua natureza violenta os separa.",3.74,https://image.tmdb.org/t/p/w220_and_h330_face/8KtkNgOgluMF6ynBC5YZT3kLeXA.jpg,2021-12-03,This Game's Called Murder,4.6,7,tt11311754,Released,0,0,,[],"['Thriller', 'Comédia']",2021
ARIA The BENEDIZIONE,,87.106,https://image.tmdb.org/t/p/w220_and_h330_face/4LCTZbTf209hnAeN22wavpdnjmt.jpg,2021-12-03,ARIA The BENEDIZIONE,7.5,2,tt14292584,Released,0,0,Aria - Blue Curtain Call Trilogy,"['Shochiku', 'J.C.Staff', 'FlyingDog', 'Rakuonsha']","['Animação', 'Comédia', 'Ficção científica', 'Fantasia']",2021
The End of Us,,2.256,https://image.tmdb.org/t/p/w220_and_h330_face/2vvAyigk779ZQGOoaFR7V8prdg0.jpg,2021-12-03,The End of Us,7.0,3,tt13772442,Released,0,0,,"['Saban Films', 'Well Go USA Entertainment', 'BuzzFeed Studios']","['Comédia', 'Drama', 'Romance']",2021
生而為人,,2.392,https://image.tmdb.org/t/p/w220_and_h330_face/omcPBlXxcJvDwYUpKTtXwuwaPM5.jpg,2021-12-03,生而為人,7.0,2,tt14246954,Released,0,0,,[],['Drama'],2021
Shaun the Sheep: The Flight Before Christmas,"Shaun se mete em encrenca durante os preparativos para o Natal, e a fazenda inteira acaba embarcando numa grande aventura ― com direito a trenó e tudo!",28.36,https://image.tmdb.org/t/p/w220_and_h330_face/1eh6Yv6bAU2ghHxP1zgUlMfaOR3.jpg,2021-12-03,"Shaun, o Carneiro: Aventura de Natal",7.1,79,tt15857304,Released,0,0,,['Aardman Animations'],"['Animação', 'Comédia', 'Família']",2021
Try Harder!,,2.398,https://image.tmdb.org/t/p/w220_and_h330_face/2qEFbQZKNiVVOFYCgZQW9H2LGT2.jpg,2021-12-03,Try Harder!,8.5,2,tt13648160,Released,0,0,,"['ITVS', 'Corporation for Public Broadcasting', 'XTR', 'Center for Asian American Media (CAAM)', 'California Humanites']",['Documentário'],2021
Diary of a Wimpy Kid,"Greg Heffley é um garoto magricela, mas ambicioso, com uma imaginação ativa e grandes planos de ser rico e famoso, ele só precisa sobreviver ao ensino fundamental primeiro. Como detalhes de suas hilárias, e muitas vezes desastrosas tentativas de preencher as páginas de seu diário, Greg aprende a apreciar os verdadeiros amigos e a satisfação de defender o que é certo.",54.91,https://image.tmdb.org/t/p/w220_and_h330_face/vPUoz6a3UfLhSAu6XLPQZXQODiI.jpg,2021-12-03,Diário de um Banana,6.3,280,tt13834480,Released,0,0,Diário de Um Banana (Animação) Coleção,"['Walt Disney Pictures', 'Bardel Entertainment']","['Animação', 'Comédia', 'Família']",2021
Back to the Outback,Eles são perigosamente fofos! A caçada começa quando um grupo de animaizinhos letais (e um coala-celebridade chamado Pelúcio) escapa do parque onde vivem na Austrália e tentam voltar para seu lar.,52.593,https://image.tmdb.org/t/p/w220_and_h330_face/9TtAmtq6iJfzh6qG4euG6eoUQDm.jpg,2021-12-03,Próxima Parada: Lar Doce Lar,7.8,610,tt13575806,Released,0,0,,"['Weed Road Pictures', 'Reel FX Creative Studios']","['Animação', 'Família', 'Aventura', 'Comédia']",2021
Boxing Day,Melvin é um escritor britânico que mora nos Estados Unidos e que volta para casa em Londres para as festividades para apresentar sua noiva americana Lisa à sua excêntrica família anglo-caribenha. O relacionamento deles é posto à prova quando ela descobre o mundo que seu noivo deixou para trás.,6.013,https://image.tmdb.org/t/p/w220_and_h330_face/8L45AxyUPICXJQ5KpnIl7WRrq7i.jpg,2021-12-03,Um Natal Entre Nós,7.3,19,tt13659918,Released,0,0,,"['DJ Films', 'Film4 Productions', 'BFI']","['Romance', 'Comédia']",2021
Christmas ...Again?!,"Rowena vive um Natal monótono e decide pedir a um Papai Noel vizinho que lhe dê uma segunda chance. Assim, Rowena inesperadamente se encontra vivendo o dia de Natal várias vezes seguidas.",51.337,https://image.tmdb.org/t/p/w220_and_h330_face/mo13I9sQURkQCkGxbNjMSiUkGsI.jpg,2021-12-03,De Novo Natal?,6.8,71,tt13465140,Released,0,0,,"['Oops Doughnuts Productions', 'GWave Productions']","['Família', 'Comédia', 'Fantasia', 'Cinema TV']",2021
フラ・フラダンス,,1.612,https://image.tmdb.org/t/p/w220_and_h330_face/jTjMpI2i7vbh8VSOTSk6Nv6MZNX.jpg,2021-12-03,フラ・フラダンス,7.0,1,tt13409496,Released,0,0,,"['Aniplex', 'Bandai Namco Pictures']","['Animação', 'Drama', 'Comédia']",2021
Last of the Grads,,2.616,https://image.tmdb.org/t/p/w220_and_h330_face/ZODMniauJYft0a08lesWHW0Om.jpg,2021-12-03,Last of the Grads,4.0,1,tt13361442,Released,0,0,,['Keyway Pictures'],"['Terror', 'Thriller']",2021
Existir,,1.54,https://image.tmdb.org/t/p/w220_and_h330_face/A0bWJ8dMtsP54wYGPBU0axdQh0l.jpg,2021-12-03,Existir,4.0,1,tt3590964,Released,0,0,,"['Estudios CREPUSCULUM', 'Furia Films']","['Fantasia', 'Ficção científica']",2021
Death of a Telemarketer,Um operador de telemarketing fica à mercê do homem a quem tentou enganar para ganhar uma competição.,3.747,https://image.tmdb.org/t/p/w220_and_h330_face/2IE7rltYzVJrV2Mdsgg9nDeHlWo.jpg,2021-12-03,Morte de um Operador de TeleMarketing,5.6,21,tt10944276,Released,0,0,,"['Vertical Entertainment', 'Datari Turner Productions']","['Comédia', 'Thriller', 'Drama']",2021
Torn,O documentário acompanha a família Lowe-Anker em uma jornada pelo legado do icônico alpinista Alex Lowe.,4.581,https://image.tmdb.org/t/p/w220_and_h330_face/bcMYCfPzYqUbAoWZBjDIucPAaGB.jpg,2021-12-03,Torn,7.0,18,tt11876896,Released,0,0,,"['National Geographic', 'Lightbox Entertainment', 'Wilderpeople Productions']",['Documentário'],2021
Encounter,"Um fuzileiro naval condecorado vai em uma missão de resgate para salvar os dois filhos de uma ameaça não humana. Conforme a jornada os leva em direção ao perigo, os meninos precisam deixar a infância para trás.",31.4,https://image.tmdb.org/t/p/w220_and_h330_face/7z2aUIV0Zy2fo5XQ14dKyFIgGRI.jpg,2021-12-03,Encontros,6.5,361,tt12800524,Released,0,0,,"['Film4 Productions', 'Big Indie Pictures', 'Automatik Entertainment', 'Amazon Studios', 'RAW']","['Ficção científica', 'Mistério', 'Thriller', 'Drama']",2021
The Scary of Sixty-First,"Enquanto procuram apartamento, as colegas de faculdade Noelle e Addie esbarram com a oportunidade das suas vidas: um sumptuoso duplex no Upper East Side de Manhattan. Mas logo após a mudança, emerge uma faceta mais sinistra do apartamento, quando chega uma misteriosa mulher que afirma que a propriedade pertenceu ao infame e recentemente falecido Jeffrey Epstein. Noelle torna-se obcecada pela mulher a ponto de se apaixonar e, à medida que a dupla mergulha nas conspirações do caso Epstein, Addie mergulha ela mesma num estado bizarro: uma pseudo-possessão acrescida de inexplicáveis acessos ​​de furor sexual regressivo.",5.425,https://image.tmdb.org/t/p/w220_and_h330_face/bqDpuNeu3qHQBtFZ4OKvnMajg9o.jpg,2021-12-03,The Scary of Sixty-First,5.9,88,tt12226872,Released,0,0,,"['Spacemaker Productions', 'Carnegie Hill Entertainment', 'Kinematics']","['Terror', 'Mistério', 'Thriller']",2021
Deadlock,"Bruce Willis estrela como Ron Whitlock, um criminoso procurado liderando uma equipe de mercenários em uma missão de vingança. Convencido de que o governo está trabalhando contra eles, o grupo impiedoso apreende brutalmente uma usina de energia e mantém todos como reféns. Com uma cidade próxima à beira de uma inundação e destruição massivas, cabe a um soldado do exército de elite aposentado Mack Karr (Patrick Muldoon) salvar milhares de vidas inocentes antes que seja tarde demais.",7.225,https://image.tmdb.org/t/p/w220_and_h330_face/9lYAj14i5SDY0HvZ21EhXVi8A4E.jpg,2021-12-03,Impasse,6.0,48,tt10957044,Released,0,0,,"['The Exchange', 'Saban Films']","['Ação', 'Thriller']",2021
Mission Extreme,,2.693,https://image.tmdb.org/t/p/w220_and_h330_face/izz6vcGp7MQXWvNrzLPrXxp1m0u.jpg,2021-12-03,Mission Extreme,5.3,3,tt11297214,Released,0,350000,,"['Cop Creation', 'Mime Multimedia']","['Ação', 'Crime', 'Drama']",2021
Castle Falls,"Gangues rivais procuram milhões de dólares escondidos dentro de um condomínio de luxo que está programado para ser demolido, mas primeiro eles têm que lidar com o tripulante de preparação de demolição que encontrou o saque primeiro.",8.113,https://image.tmdb.org/t/p/w220_and_h330_face/hcmtEns8LZdkztVz5kX3cirugaa.jpg,2021-12-03,Castle Falls,6.4,73,tt11377298,Released,0,0,,"['VMI Worldwide', 'Buffalo 8', 'BondIt Media Capital']","['Ação', 'Thriller']",2021
बॉब बिस्वास,,1.718,https://image.tmdb.org/t/p/w220_and_h330_face/jyLPeeBWJym4tSVUXC5nyvZiN4M.jpg,2021-12-03,बॉब बिस्वास,7.1,8,tt8984572,Released,0,0,Kahaani,"['Red Chillies Entertainment', 'Bound Script Production']","['Crime', 'Thriller']",2021
ಮದಗಜ,,0.946,https://image.tmdb.org/t/p/w220_and_h330_face/rFhp8DlrhUzVLO0pW3cIyGoF7S.jpg,2021-12-03,ಮದಗಜ,5.0,1,tt13979464,Released,0,0,,['Umapathy Films'],"['Ação', 'Crime', 'Thriller']",2021
Wolf,"Numa casa onde jovens acreditam que são na verdade animais ao invés de seres humanos, um jovem (George MacKay) acredita que é um lobo e apesar do tratamento humilhante que recebe de seu médico, ele não pode escapar de sua própria verdade pessoal.",8.055,https://image.tmdb.org/t/p/w220_and_h330_face/jIky0LivUi8iBnZUi6oC6KBVWfh.jpg,2021-12-03,O Lobo,5.1,40,tt10698174,Released,199107,0,,"['Head Gear Films', 'Focus Features', 'Kreo Films FZ', 'Lava Films', 'Feline Films']","['Drama', 'Thriller']",2021
तड़प,,2.703,https://image.tmdb.org/t/p/w220_and_h330_face/nj0cMoZjLRrqN9SFW3wCXlSTYxd.jpg,2021-12-03,तड़प,7.2,6,tt10761694,Released,0,0,,"['Star Studios', 'Nadiadwala Grandson Entertainment', 'Vertex Motion Pictures']","['Ação', 'Romance']",2021
Silent Night,"O casal Nell e Simon e seus amigos mais próximos juntam suas famílias para o jantar de Natal em sua incrível residência no interior da Inglaterra. A reunião lembra os bons e velhos tempos, mas por trás de todas as risadas e alegria, algo não está certo. O mundo exterior está enfrentando uma destruição iminente, e nenhum dos presentes natalinos, jogos em grupo ou Prosecco fará a destruição que promete dar fim a humanidade ir embora. Sobreviver às festividades será desafiador.",19.257,https://image.tmdb.org/t/p/w220_and_h330_face/fMY66O0O74iPMWSvFA6vNge7Nzz.jpg,2021-12-03,A Última Noite,6.2,299,tt11628854,Released,0,0,,"['Marv Films', 'Maven Screen Media', 'Endeavor Content', 'Cloudy']","['Comédia', 'Ficção científica', 'Terror']",2021
Dead & Beautiful,,1.689,https://image.tmdb.org/t/p/w220_and_h330_face/gGg8xjyK7w58kZsmfIQAN4keQ4n.jpg,2021-12-03,Dead & Beautiful,6.0,1,tt10639214,Released,0,0,,"['Lemming Film', 'House on Fire']",['Terror'],2021
Tokyo Rain,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/xYenXAA2VuVddGy1fBLw4w6VbIK.jpg,2021-12-03,Tokyo Rain,10.0,1,tt11239422,Released,0,10000,,"['Verein Hunger Productions', 'manual', 'Michel Wild - One Man Show']","['Drama', 'Ficção científica', 'Fantasia']",2021
பேச்சுலர்,,1.176,https://image.tmdb.org/t/p/w220_and_h330_face/569NxKoT8wFcDOiRokFsbpqfiPR.jpg,2021-12-03,பேச்சுலர்,5.2,3,tt11396290,Released,0,0,,"['Axess Film Factory', 'Sakthi Film Factory']",['Drama'],2021
Mixtape,"Em 1999, a jovem Beverly encontra uma fita quebrada gravada pelos pais falecidos. Então ela vai atrás das músicas – e aprende mais sobre a mãe e o pai.",7.135,https://image.tmdb.org/t/p/w220_and_h330_face/6Y5CcWHLlTKlYxJVWWQkvhWVELy.jpg,2021-12-03,A Fita Cassete,7.1,105,tt1587420,Released,0,0,,"['Maven Screen Media', 'Jim Wedaa Productions']","['Comédia', 'Família']",2021
Entablado,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/aPvfbYzdPZruFILQWMADfkvCRd8.jpg,2021-12-02,Entablado,0.0,0,,Released,0,0,,['Pagmayang Likha Films'],[],2021
Dalluyon,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/tWbmg6p8z0pBjSAgZF8DzMFmzJ7.jpg,2021-12-02,Dalluyon,0.0,0,,Released,0,0,,[],[],2021
Inaywanan,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/9TSUHlHjuRkC1Vc57RAJxbPUBFf.jpg,2021-12-02,Inaywanan,0.0,0,,Released,0,0,,['Saririt Productions'],[],2021
Mantatambal,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/3xvf4CRrkYAazQhix28edgWZcHj.jpg,2021-12-02,Mantatambal,0.0,0,,Released,0,0,,['Paddle Out Production'],[],2021
Silyon,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/lhQirGf9XNzWAfqX0NIPq4TIpiU.jpg,2021-12-02,Silyon,0.0,0,,Released,0,0,,['Agtutubo Productions'],[],2021
Wolfsland - Böses Blut,,0.6,,2021-12-02,Wolfsland - Böses Blut,0.0,0,tt15894364,Released,0,0,,['MOLINA FILM GmbH & Co. KG'],"['Crime', 'Cinema TV', 'Mistério', 'Drama']",2021
A Christmas Celtic Sojourn 2021,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/sRKraPP0Vh2n9rX3ucoJZgIbqcJ.jpg,2021-12-02,A Christmas Celtic Sojourn 2021,0.0,0,,Released,0,0,,[],[],2021
Annie's Lamp,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/pM5b63WuAPochKh9cC0csFmElih.jpg,2021-12-02,Annie's Lamp,0.0,0,,Released,0,0,,['Deformed Lunchbox'],['Terror'],2021
海心冒险,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/uiiVh8eznrtsYj0I1Yk7ygaZ9sM.jpg,2021-12-02,海心冒险,0.0,0,,Released,0,0,,[],"['Aventura', 'Animação', 'Família']",2021
Uncoupled,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/ssQUlgDcNBAzaOa73VIPwyAojEO.jpg,2021-12-02,Uncoupled,0.0,0,tt16296660,Released,0,40,,['UNCG Department of Media Studies'],['Comédia'],2021
be me,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/scxKYr3NAXoE5o3frromTNT006F.jpg,2021-12-02,be me,0.0,0,,Released,0,0,,[],['Documentário'],2021
Riverfork Community College,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/jPTKSIbQbel0MQ6zZcrsltgTdeF.jpg,2021-12-02,Riverfork Community College,10.0,1,tt21988198,Released,0,500,,[],['Comédia'],2021
「SK∞ エスケーエイト The Stage」第一部：The First Part～熱い夜のはじまり～,,1.335,https://image.tmdb.org/t/p/w220_and_h330_face/1evCKLp2oEOBNGrZzvvE3g04225.jpg,2021-12-02,「SK∞ エスケーエイト The Stage」第一部：The First Part～熱い夜のはじまり～,0.0,0,,Released,0,0,,['ABC&SET'],['Drama'],2021
Adopte un perro,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/ulh7OhQUB8HsnwjqnNuqPt10d5V.jpg,2021-12-02,Adopte un perro,0.0,0,tt17670284,Released,0,0,,[],[],2021
I Want My Country Back,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/kMAkUfGK9jlQ2n2DdFPvmf78yBT.jpg,2021-12-02,I Want My Country Back,8.0,1,tt16317872,Released,0,0,,[],[],2021
Wild – Rede Selvagem,"O encontro de um jornalista investigativo com um dos maiores traficantes de animais silvestres do Brasil, revela os bastidores dramáticos dessa atividade ilegal, que movimenta bilhões de dólares todos os anos e que coloca em risco de extinção diversas espécies da fauna brasileira.",0.6,https://image.tmdb.org/t/p/w220_and_h330_face/lOnQpNL1Sx3K7NobJloJZyI9Ydg.jpg,2021-12-02,Wild – Rede Selvagem,0.0,0,,Released,0,0,,"['Globo Filmes', 'GloboNews', 'DGCA Filmes']",[],2021
Landays,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/vyJw69gEIYh12qqV7U0xRnzGRrg.jpg,2021-12-02,Landays,0.0,0,,Released,0,0,,[],['Documentário'],2021
Trouble in Mind,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/9EDrvEIv2pLoh4ZuXqffyi3jruv.jpg,2021-12-02,Trouble in Mind,0.0,0,,Released,0,0,,['National Theatre'],[],2021
Loving Polly,,0.95,https://image.tmdb.org/t/p/w220_and_h330_face/4wGaAcQcxCwKOQ3dI2ZnzXbMRJ.jpg,2021-12-02,Loving Polly,10.0,2,tt16350506,Released,0,0,,['Young Fishermen Films'],['Terror'],2021
La vida de los Reyes,,1.835,https://image.tmdb.org/t/p/w220_and_h330_face/prL5s100m13E4943KX1lUooeoYm.jpg,2021-12-02,La vida de los Reyes,6.0,2,tt11371970,Released,0,0,,[],"['Comédia', 'Drama']",2021
Italian Horror Stories,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/pj6NPA4Q9HxcGthfIRjMynWcjRX.jpg,2021-12-02,Italian Horror Stories,3.3,2,tt16527016,Released,0,0,,[],[],2021
"Persépolis, les secrets de l'empire perdu",,0.64,https://image.tmdb.org/t/p/w220_and_h330_face/bgcHI3B7BY9xg5Bd98UJTbjQhyf.jpg,2021-12-02,"Persépolis, les secrets de l'empire perdu",0.0,0,,Released,0,0,,[],"['Documentário', 'História']",2021
"Analects of Kung Phu: Book 1, The 69 Dialogues between the Lamp and the Shadow",,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/qQFNGptGxBjzJCfKJ2RHGRazqAp.jpg,2021-12-02,"Analects of Kung Phu: Book 1, The 69 Dialogues between the Lamp and the Shadow",0.0,0,,Released,0,0,,[],[],2021
The Joke Must Go On: The Overlord Story,,0.6,,2021-12-02,The Joke Must Go On: The Overlord Story,0.0,0,,Released,0,0,,"['Sunk Cost', 'Storm Tower Films']",['Documentário'],2021
Ghosts,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/qIA7qF4zBWSUVwczbwTSmLhjMmq.jpg,2021-12-02,Ghosts,0.0,0,,Released,0,0,,[],[],2021
No pasa nada,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/jA5c6ecWK3NZZYSRGm0XQONPANQ.jpg,2021-12-02,No pasa nada,0.0,0,,Released,0,1300,,[],['Drama'],2021
雾上清晨,,0.6,,2021-12-02,雾上清晨,0.0,0,,Released,0,0,,[],['Animação'],2021
Spacapufi,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/nes59vCxicKgV1dM8V2bXHbgFiS.jpg,2021-12-02,Spacapufi,0.0,0,,Released,0,0,,[],['Animação'],2021
The Sausage Run,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/L38piqGocoJ75l6e30anQfvvbI.jpg,2021-12-02,The Sausage Run,0.0,0,,Released,0,0,,[],['Animação'],2021
Piropiro,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/cR4usEJoiXFcII2PoxRwtop9Tg8.jpg,2021-12-02,Piropiro,0.0,0,,Released,0,0,,[],['Animação'],2021
Yellowstone 88 - Song of Fire,,0.6,,2021-12-02,Yellowstone 88 - Song of Fire,0.0,0,,Released,0,0,,[],['Animação'],2021
Airborne,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/bHUwRvFZByGFip0dPcumLsZkQ6I.jpg,2021-12-02,Airborne,0.0,0,,Released,0,0,,['Letko'],['Animação'],2021
Zvona Noter Dama - Boj na Kosovu,,0.84,https://image.tmdb.org/t/p/w220_and_h330_face/fxkneylf00AceYxiCd3I6pvSntn.jpg,2021-12-02,Zvona Noter Dama - Boj na Kosovu,0.0,0,,Released,0,0,,['Fondacija Lazarica'],"['Drama', 'História']",2021
Montreux Comedy Festival - Le super bal d'Alex Ramirès,,0.686,https://image.tmdb.org/t/p/w220_and_h330_face/c21x6mTAtKYcW3yp41sKUpUfJbS.jpg,2021-12-02,Montreux Comedy Festival - Le super bal d'Alex Ramirès,0.0,0,,Released,0,0,,"['RTS', 'Swissquote', 'Zurich']",['Comédia'],2021
Η Τελευταία Παράσταση,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/6iy2Zxic0mly2WrDZJp5IwiMSjW.jpg,2021-12-02,Η Τελευταία Παράσταση,0.0,0,,Released,0,0,,[],['Drama'],2021
5hake & Bake & Walk & Talk,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/wlcfC4rnFxNfW8llrzeuZPdcPB7.jpg,2021-12-02,5hake & Bake & Walk & Talk,0.0,0,,Released,0,0,,[],['Comédia'],2021
The Barracuda Heist,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/hPREq2zN8obIYbKglX5XMLzz5lg.jpg,2021-12-02,The Barracuda Heist,0.0,0,,Released,0,0,,['Hamster Productions'],"['Animação', 'Ação', 'Comédia', 'História', 'Aventura']",2021
La Ventrière,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/lzqnEhUdoqYTIh38ymoiS8LTZ6B.jpg,2021-12-02,La Ventrière,0.0,0,tt14186498,Released,0,0,,['La Femis'],['Drama'],2021
